Iteracao,Prob_Manter,Prob_Trocar
7085,0.339591,0.660409
7086,0.339543,0.660457
7087,0.339495,0.660505
7088,0.339447,0.660553
7089,0.339399,0.660601
7090,0.339492,0.660508
7091,0.339444,0.660556
7092,0.339397,0.660603
7093,0.339349,0.660651
7094,0.339442,0.660558
7095,0.339394,0.660606
7096,0.339487,0.660513
7097,0.339439,0.660561
7098,0.339391,0.660609
7099,0.339344,0.660656
7100,0.339296,0.660704
7101,0.339389,0.660611
7102,0.339482,0.660518
7103,0.339575,0.660425
7104,0.339668,0.660332
7105,0.339620,0.660380
7106,0.339713,0.660287
7107,0.339806,0.660194
7108,0.339758,0.660242
7109,0.339851,0.660149
7110,0.339803,0.660197
7111,0.339755,0.660245
7112,0.339848,0.660152
7113,0.339800,0.660200
7114,0.339893,0.660107
7115,0.339845,0.660155
7116,0.339938,0.660062
7117,0.340031,0.659969
7118,0.340124,0.659876
7119,0.340076,0.659924
7120,0.340028,0.659972
7121,0.339980,0.660020
7122,0.339933,0.660067
7123,0.339885,0.660115
7124,0.339978,0.660022
7125,0.339930,0.660070
7126,0.340022,0.659978
7127,0.340115,0.659885
7128,0.340067,0.659933
7129,0.340020,0.659980
7130,0.339972,0.660028
7131,0.339924,0.660076
7132,0.339877,0.660123
7133,0.339969,0.660031
7134,0.340062,0.659938
7135,0.340154,0.659846
7136,0.340107,0.659893
7137,0.340199,0.659801
7138,0.340151,0.659849
7139,0.340104,0.659896
7140,0.340196,0.659804
7141,0.340288,0.659712
7142,0.340241,0.659759
7143,0.340193,0.659807
7144,0.340286,0.659714
7145,0.340238,0.659762
7146,0.340190,0.659810
7147,0.340143,0.659857
7148,0.340235,0.659765
7149,0.340327,0.659673
7150,0.340280,0.659720
7151,0.340372,0.659628
7152,0.340324,0.659676
7153,0.340417,0.659583
7154,0.340369,0.659631
7155,0.340461,0.659539
7156,0.340414,0.659586
7157,0.340366,0.659634
7158,0.340458,0.659542
7159,0.340550,0.659450
7160,0.340642,0.659358
7161,0.340595,0.659405
7162,0.340547,0.659453
7163,0.340500,0.659500
7164,0.340452,0.659548
7165,0.340544,0.659456
7166,0.340497,0.659503
7167,0.340449,0.659551
7168,0.340402,0.659598
7169,0.340354,0.659646
7170,0.340446,0.659554
7171,0.340538,0.659462
7172,0.340491,0.659509
7173,0.340583,0.659417
7174,0.340535,0.659465
7175,0.340488,0.659512
7176,0.340580,0.659420
7177,0.340672,0.659328
7178,0.340763,0.659237
7179,0.340855,0.659145
7180,0.340808,0.659192
7181,0.340760,0.659240
7182,0.340713,0.659287
7183,0.340805,0.659195
7184,0.340757,0.659243
7185,0.340710,0.659290
7186,0.340802,0.659198
7187,0.340893,0.659107
7188,0.340985,0.659015
7189,0.340938,0.659062
7190,0.340890,0.659110
7191,0.340982,0.659018
7192,0.341073,0.658927
7193,0.341165,0.658835
7194,0.341118,0.658882
7195,0.341209,0.658791
7196,0.341162,0.658838
7197,0.341114,0.658886
7198,0.341206,0.658794
7199,0.341297,0.658703
7200,0.341389,0.658611
7201,0.341341,0.658659
7202,0.341294,0.658706
7203,0.341247,0.658753
7204,0.341199,0.658801
7205,0.341291,0.658709
7206,0.341243,0.658757
7207,0.341196,0.658804
7208,0.341287,0.658713
7209,0.341240,0.658760
7210,0.341193,0.658807
7211,0.341145,0.658855
7212,0.341098,0.658902
7213,0.341051,0.658949
7214,0.341004,0.658996
7215,0.340956,0.659044
7216,0.341048,0.658952
7217,0.341000,0.659000
7218,0.340953,0.659047
7219,0.340906,0.659094
7220,0.340859,0.659141
7221,0.340812,0.659188
7222,0.340903,0.659097
7223,0.340856,0.659144
7224,0.340947,0.659053
7225,0.340900,0.659100
7226,0.340852,0.659148
7227,0.340805,0.659195
7228,0.340897,0.659103
7229,0.340849,0.659151
7230,0.340941,0.659059
7231,0.340893,0.659107
7232,0.340846,0.659154
7233,0.340937,0.659063
7234,0.340890,0.659110
7235,0.340843,0.659157
7236,0.340934,0.659066
7237,0.341025,0.658975
7238,0.340978,0.659022
7239,0.341069,0.658931
7240,0.341022,0.658978
7241,0.341113,0.658887
7242,0.341066,0.658934
7243,0.341019,0.658981
7244,0.340972,0.659028
7245,0.341063,0.658937
7246,0.341016,0.658984
7247,0.340969,0.659031
7248,0.340922,0.659078
7249,0.341013,0.658987
7250,0.341103,0.658897
7251,0.341056,0.658944
7252,0.341147,0.658853
7253,0.341100,0.658900
7254,0.341053,0.658947
7255,0.341144,0.658856
7256,0.341235,0.658765
7257,0.341188,0.658812
7258,0.341279,0.658721
7259,0.341369,0.658631
7260,0.341322,0.658678
7261,0.341413,0.658587
7262,0.341504,0.658496
7263,0.341594,0.658406
7264,0.341547,0.658453
7265,0.341500,0.658500
7266,0.341591,0.658409
7267,0.341682,0.658318
7268,0.341635,0.658365
7269,0.341725,0.658275
7270,0.341678,0.658322
7271,0.341631,0.658369
7272,0.341722,0.658278
7273,0.341812,0.658188
7274,0.341765,0.658235
7275,0.341718,0.658282
7276,0.341671,0.658329
7277,0.341762,0.658238
7278,0.341715,0.658285
7279,0.341668,0.658332
7280,0.341621,0.658379
7281,0.341574,0.658426
7282,0.341527,0.658473
7283,0.341480,0.658520
7284,0.341433,0.658567
7285,0.341386,0.658614
7286,0.341477,0.658523
7287,0.341430,0.658570
7288,0.341520,0.658480
7289,0.341473,0.658527
7290,0.341564,0.658436
7291,0.341517,0.658483
7292,0.341607,0.658393
7293,0.341560,0.658440
7294,0.341514,0.658486
7295,0.341604,0.658396
7296,0.341557,0.658443
7297,0.341510,0.658490
7298,0.341463,0.658537
7299,0.341554,0.658446
7300,0.341644,0.658356
7301,0.341597,0.658403
7302,0.341687,0.658313
7303,0.341640,0.658360
7304,0.341731,0.658269
7305,0.341684,0.658316
7306,0.341774,0.658226
7307,0.341727,0.658273
7308,0.341817,0.658183
7309,0.341770,0.658230
7310,0.341860,0.658140
7311,0.341814,0.658186
7312,0.341767,0.658233
7313,0.341720,0.658280
7314,0.341674,0.658326
7315,0.341763,0.658237
7316,0.341717,0.658283
7317,0.341670,0.658330
7318,0.341760,0.658240
7319,0.341713,0.658287
7320,0.341667,0.658333
7321,0.341620,0.658380
7322,0.341710,0.658290
7323,0.341663,0.658337
7324,0.341753,0.658247
7325,0.341706,0.658294
7326,0.341660,0.658340
7327,0.341750,0.658250
7328,0.341703,0.658297
7329,0.341793,0.658207
7330,0.341746,0.658254
7331,0.341700,0.658300
7332,0.341789,0.658211
7333,0.341743,0.658257
7334,0.341696,0.658304
7335,0.341650,0.658350
7336,0.341739,0.658261
7337,0.341829,0.658171
7338,0.341783,0.658217
7339,0.341736,0.658264
7340,0.341826,0.658174
7341,0.341779,0.658221
7342,0.341732,0.658268
7343,0.341686,0.658314
7344,0.341639,0.658361
7345,0.341729,0.658271
7346,0.341683,0.658317
7347,0.341636,0.658364
7348,0.341590,0.658410
7349,0.341543,0.658457
7350,0.341497,0.658503
7351,0.341586,0.658414
7352,0.341676,0.658324
7353,0.341629,0.658371
7354,0.341719,0.658281
7355,0.341672,0.658328
7356,0.341762,0.658238
7357,0.341715,0.658285
7358,0.341669,0.658331
7359,0.341623,0.658377
7360,0.341576,0.658424
7361,0.341666,0.658334
7362,0.341755,0.658245
7363,0.341709,0.658291
7364,0.341798,0.658202
7365,0.341752,0.658248
7366,0.341705,0.658295
7367,0.341659,0.658341
7368,0.341612,0.658388
7369,0.341566,0.658434
7370,0.341520,0.658480
7371,0.341609,0.658391
7372,0.341563,0.658437
7373,0.341516,0.658484
7374,0.341470,0.658530
7375,0.341559,0.658441
7376,0.341649,0.658351
7377,0.341602,0.658398
7378,0.341556,0.658444
7379,0.341645,0.658355
7380,0.341599,0.658401
7381,0.341688,0.658312
7382,0.341642,0.658358
7383,0.341731,0.658269
7384,0.341685,0.658315
7385,0.341638,0.658362
7386,0.341592,0.658408
7387,0.341546,0.658454
7388,0.341635,0.658365
7389,0.341589,0.658411
7390,0.341678,0.658322
7391,0.341632,0.658368
7392,0.341585,0.658415
7393,0.341675,0.658325
7394,0.341628,0.658372
7395,0.341582,0.658418
7396,0.341536,0.658464
7397,0.341490,0.658510
7398,0.341579,0.658421
7399,0.341668,0.658332
7400,0.341622,0.658378
7401,0.341711,0.658289
7402,0.341664,0.658336
7403,0.341753,0.658247
7404,0.341707,0.658293
7405,0.341661,0.658339
7406,0.341750,0.658250
7407,0.341704,0.658296
7408,0.341658,0.658342
7409,0.341747,0.658253
7410,0.341700,0.658300
7411,0.341654,0.658346
7412,0.341608,0.658392
7413,0.341562,0.658438
7414,0.341651,0.658349
7415,0.341605,0.658395
7416,0.341559,0.658441
7417,0.341513,0.658487
7418,0.341602,0.658398
7419,0.341690,0.658310
7420,0.341779,0.658221
7421,0.341733,0.658267
7422,0.341687,0.658313
7423,0.341641,0.658359
7424,0.341730,0.658270
7425,0.341684,0.658316
7426,0.341637,0.658363
7427,0.341591,0.658409
7428,0.341680,0.658320
7429,0.341634,0.658366
7430,0.341588,0.658412
7431,0.341542,0.658458
7432,0.341496,0.658504
7433,0.341585,0.658415
7434,0.341539,0.658461
7435,0.341627,0.658373
7436,0.341716,0.658284
7437,0.341670,0.658330
7438,0.341624,0.658376
7439,0.341578,0.658422
7440,0.341532,0.658468
7441,0.341621,0.658379
7442,0.341575,0.658425
7443,0.341529,0.658471
7444,0.341617,0.658383
7445,0.341572,0.658428
7446,0.341526,0.658474
7447,0.341480,0.658520
7448,0.341568,0.658432
7449,0.341657,0.658343
7450,0.341611,0.658389
7451,0.341565,0.658435
7452,0.341519,0.658481
7453,0.341473,0.658527
7454,0.341427,0.658573
7455,0.341516,0.658484
7456,0.341470,0.658530
7457,0.341558,0.658442
7458,0.341647,0.658353
7459,0.341601,0.658399
7460,0.341555,0.658445
7461,0.341509,0.658491
7462,0.341463,0.658537
7463,0.341418,0.658582
7464,0.341372,0.658628
7465,0.341326,0.658674
7466,0.341280,0.658720
7467,0.341235,0.658765
7468,0.341189,0.658811
7469,0.341143,0.658857
7470,0.341098,0.658902
7471,0.341052,0.658948
7472,0.341140,0.658860
7473,0.341095,0.658905
7474,0.341183,0.658817
7475,0.341137,0.658863
7476,0.341091,0.658909
7477,0.341046,0.658954
7478,0.341000,0.659000
7479,0.340955,0.659045
7480,0.340909,0.659091
7481,0.340864,0.659136
7482,0.340818,0.659182
7483,0.340772,0.659228
7484,0.340727,0.659273
7485,0.340681,0.659319
7486,0.340636,0.659364
7487,0.340590,0.659410
7488,0.340545,0.659455
7489,0.340499,0.659501
7490,0.340587,0.659413
7491,0.340542,0.659458
7492,0.340497,0.659503
7493,0.340451,0.659549
7494,0.340406,0.659594
7495,0.340360,0.659640
7496,0.340315,0.659685
7497,0.340269,0.659731
7498,0.340224,0.659776
7499,0.340312,0.659688
7500,0.340267,0.659733
7501,0.340221,0.659779
7502,0.340176,0.659824
7503,0.340264,0.659736
7504,0.340219,0.659781
7505,0.340306,0.659694
7506,0.340261,0.659739
7507,0.340216,0.659784
7508,0.340170,0.659830
7509,0.340125,0.659875
7510,0.340213,0.659787
7511,0.340301,0.659699
7512,0.340389,0.659611
7513,0.340343,0.659657
7514,0.340298,0.659702
7515,0.340386,0.659614
7516,0.340474,0.659526
7517,0.340428,0.659572
7518,0.340383,0.659617
7519,0.340471,0.659529
7520,0.340426,0.659574
7521,0.340513,0.659487
7522,0.340468,0.659532
7523,0.340556,0.659444
7524,0.340510,0.659490
7525,0.340465,0.659535
7526,0.340553,0.659447
7527,0.340640,0.659360
7528,0.340595,0.659405
7529,0.340550,0.659450
7530,0.340637,0.659363
7531,0.340725,0.659275
7532,0.340680,0.659320
7533,0.340767,0.659233
7534,0.340855,0.659145
7535,0.340942,0.659058
7536,0.340897,0.659103
7537,0.340852,0.659148
7538,0.340807,0.659193
7539,0.340761,0.659239
7540,0.340849,0.659151
7541,0.340804,0.659196
7542,0.340891,0.659109
7543,0.340978,0.659022
7544,0.340933,0.659067
7545,0.340888,0.659112
7546,0.340975,0.659025
7547,0.340930,0.659070
7548,0.340885,0.659115
7549,0.340972,0.659028
7550,0.340927,0.659073
7551,0.340882,0.659118
7552,0.340969,0.659031
7553,0.341057,0.658943
7554,0.341011,0.658989
7555,0.341099,0.658901
7556,0.341186,0.658814
7557,0.341141,0.658859
7558,0.341096,0.658904
7559,0.341050,0.658950
7560,0.341005,0.658995
7561,0.340960,0.659040
7562,0.341047,0.658953
7563,0.341002,0.658998
7564,0.340957,0.659043
7565,0.340912,0.659088
7566,0.340867,0.659133
7567,0.340822,0.659178
7568,0.340777,0.659223
7569,0.340864,0.659136
7570,0.340819,0.659181
7571,0.340774,0.659226
7572,0.340729,0.659271
7573,0.340684,0.659316
7574,0.340639,0.659361
7575,0.340594,0.659406
7576,0.340681,0.659319
7577,0.340636,0.659364
7578,0.340591,0.659409
7579,0.340678,0.659322
7580,0.340633,0.659367
7581,0.340588,0.659412
7582,0.340543,0.659457
7583,0.340630,0.659370
7584,0.340585,0.659415
7585,0.340672,0.659328
7586,0.340627,0.659373
7587,0.340583,0.659417
7588,0.340669,0.659331
7589,0.340756,0.659244
7590,0.340711,0.659289
7591,0.340667,0.659333
7592,0.340622,0.659378
7593,0.340577,0.659423
7594,0.340532,0.659468
7595,0.340487,0.659513
7596,0.340442,0.659558
7597,0.340398,0.659602
7598,0.340353,0.659647
7599,0.340440,0.659560
7600,0.340526,0.659474
7601,0.340482,0.659518
7602,0.340437,0.659563
7603,0.340392,0.659608
7604,0.340347,0.659653
7605,0.340302,0.659698
7606,0.340258,0.659742
7607,0.340213,0.659787
7608,0.340300,0.659700
7609,0.340255,0.659745
7610,0.340210,0.659790
7611,0.340166,0.659834
7612,0.340121,0.659879
7613,0.340076,0.659924
7614,0.340032,0.659968
7615,0.339987,0.660013
7616,0.339942,0.660058
7617,0.339898,0.660102
7618,0.339853,0.660147
7619,0.339940,0.660060
7620,0.339895,0.660105
7621,0.339850,0.660150
7622,0.339806,0.660194
7623,0.339892,0.660108
7624,0.339979,0.660021
7625,0.339934,0.660066
7626,0.339890,0.660110
7627,0.339976,0.660024
7628,0.340063,0.659937
7629,0.340018,0.659982
7630,0.339974,0.660026
7631,0.339929,0.660071
7632,0.339885,0.660115
7633,0.339840,0.660160
7634,0.339927,0.660073
7635,0.339882,0.660118
7636,0.339838,0.660162
7637,0.339924,0.660076
7638,0.339880,0.660120
7639,0.339835,0.660165
7640,0.339791,0.660209
7641,0.339746,0.660254
7642,0.339702,0.660298
7643,0.339657,0.660343
7644,0.339613,0.660387
7645,0.339699,0.660301
7646,0.339655,0.660345
7647,0.339741,0.660259
7648,0.339697,0.660303
7649,0.339783,0.660217
7650,0.339869,0.660131
7651,0.339825,0.660175
7652,0.339780,0.660220
7653,0.339736,0.660264
7654,0.339692,0.660308
7655,0.339647,0.660353
7656,0.339603,0.660397
7657,0.339559,0.660441
7658,0.339514,0.660486
7659,0.339470,0.660530
7660,0.339556,0.660444
7661,0.339512,0.660488
7662,0.339598,0.660402
7663,0.339554,0.660446
7664,0.339640,0.660360
7665,0.339726,0.660274
7666,0.339682,0.660318
7667,0.339768,0.660232
7668,0.339854,0.660146
7669,0.339940,0.660060
7670,0.339896,0.660104
7671,0.339982,0.660018
7672,0.339937,0.660063
7673,0.339893,0.660107
7674,0.339849,0.660151
7675,0.339935,0.660065
7676,0.340021,0.659979
7677,0.339977,0.660023
7678,0.339932,0.660068
7679,0.339888,0.660112
7680,0.339844,0.660156
7681,0.339930,0.660070
7682,0.339885,0.660115
7683,0.339841,0.660159
7684,0.339927,0.660073
7685,0.340013,0.659987
7686,0.339969,0.660031
7687,0.339925,0.660075
7688,0.339880,0.660120
7689,0.339966,0.660034
7690,0.340052,0.659948
7691,0.340008,0.659992
7692,0.339964,0.660036
7693,0.339919,0.660081
7694,0.339875,0.660125
7695,0.339961,0.660039
7696,0.339917,0.660083
7697,0.339873,0.660127
7698,0.339829,0.660171
7699,0.339784,0.660216
7700,0.339870,0.660130
7701,0.339956,0.660044
7702,0.340042,0.659958
7703,0.340127,0.659873
7704,0.340083,0.659917
7705,0.340039,0.659961
7706,0.339995,0.660005
7707,0.340080,0.659920
7708,0.340166,0.659834
7709,0.340122,0.659878
7710,0.340078,0.659922
7711,0.340163,0.659837
7712,0.340119,0.659881
7713,0.340075,0.659925
7714,0.340031,0.659969
7715,0.339987,0.660013
7716,0.339943,0.660057
7717,0.339899,0.660101
7718,0.339984,0.660016
7719,0.339940,0.660060
7720,0.340026,0.659974
7721,0.339982,0.660018
7722,0.339938,0.660062
7723,0.340023,0.659977
7724,0.340109,0.659891
7725,0.340194,0.659806
7726,0.340150,0.659850
7727,0.340236,0.659764
7728,0.340192,0.659808
7729,0.340147,0.659853
7730,0.340103,0.659897
7731,0.340189,0.659811
7732,0.340145,0.659855
7733,0.340230,0.659770
7734,0.340315,0.659685
7735,0.340271,0.659729
7736,0.340228,0.659772
7737,0.340184,0.659816
7738,0.340140,0.659860
7739,0.340225,0.659775
7740,0.340310,0.659690
7741,0.340266,0.659734
7742,0.340222,0.659778
7743,0.340178,0.659822
7744,0.340134,0.659866
7745,0.340090,0.659910
7746,0.340046,0.659954
7747,0.340003,0.659997
7748,0.339959,0.660041
7749,0.340044,0.659956
7750,0.340129,0.659871
7751,0.340085,0.659915
7752,0.340041,0.659959
7753,0.339997,0.660003
7754,0.339954,0.660046
7755,0.339910,0.660090
7756,0.339866,0.660134
7757,0.339822,0.660178
7758,0.339778,0.660222
7759,0.339863,0.660137
7760,0.339948,0.660052
7761,0.339905,0.660095
7762,0.339861,0.660139
7763,0.339817,0.660183
7764,0.339773,0.660227
7765,0.339730,0.660270
7766,0.339686,0.660314
7767,0.339642,0.660358
7768,0.339598,0.660402
7769,0.339555,0.660445
7770,0.339640,0.660360
7771,0.339725,0.660275
7772,0.339810,0.660190
7773,0.339766,0.660234
7774,0.339722,0.660278
7775,0.339678,0.660322
7776,0.339763,0.660237
7777,0.339720,0.660280
7778,0.339676,0.660324
7779,0.339632,0.660368
7780,0.339589,0.660411
7781,0.339674,0.660326
7782,0.339630,0.660370
7783,0.339586,0.660414
7784,0.339671,0.660329
7785,0.339627,0.660373
7786,0.339584,0.660416
7787,0.339540,0.660460
7788,0.339625,0.660375
7789,0.339710,0.660290
7790,0.339666,0.660334
7791,0.339623,0.660377
7792,0.339707,0.660293
7793,0.339664,0.660336
7794,0.339749,0.660251
7795,0.339705,0.660295
7796,0.339790,0.660210
7797,0.339746,0.660254
7798,0.339702,0.660298
7799,0.339659,0.660341
7800,0.339615,0.660385
7801,0.339700,0.660300
7802,0.339785,0.660215
7803,0.339741,0.660259
7804,0.339826,0.660174
7805,0.339910,0.660090
7806,0.339995,0.660005
7807,0.339951,0.660049
7808,0.339908,0.660092
7809,0.339864,0.660136
7810,0.339949,0.660051
7811,0.339905,0.660095
7812,0.339990,0.660010
7813,0.339946,0.660054
7814,0.339903,0.660097
7815,0.339987,0.660013
7816,0.339944,0.660056
7817,0.339900,0.660100
7818,0.339985,0.660015
7819,0.340069,0.659931
7820,0.340153,0.659847
7821,0.340110,0.659890
7822,0.340194,0.659806
7823,0.340279,0.659721
7824,0.340363,0.659637
7825,0.340447,0.659553
7826,0.340404,0.659596
7827,0.340488,0.659512
7828,0.340445,0.659555
7829,0.340529,0.659471
7830,0.340485,0.659515
7831,0.340442,0.659558
7832,0.340398,0.659602
7833,0.340483,0.659517
7834,0.340439,0.659561
7835,0.340396,0.659604
7836,0.340352,0.659648
7837,0.340436,0.659564
7838,0.340393,0.659607
7839,0.340350,0.659650
7840,0.340306,0.659694
7841,0.340263,0.659737
7842,0.340219,0.659781
7843,0.340176,0.659824
7844,0.340133,0.659867
7845,0.340089,0.659911
7846,0.340173,0.659827
7847,0.340130,0.659870
7848,0.340214,0.659786
7849,0.340171,0.659829
7850,0.340255,0.659745
7851,0.340339,0.659661
7852,0.340423,0.659577
7853,0.340379,0.659621
7854,0.340463,0.659537
7855,0.340420,0.659580
7856,0.340504,0.659496
7857,0.340588,0.659412
7858,0.340545,0.659455
7859,0.340501,0.659499
7860,0.340585,0.659415
7861,0.340542,0.659458
7862,0.340499,0.659501
7863,0.340582,0.659418
7864,0.340539,0.659461
7865,0.340623,0.659377
7866,0.340580,0.659420
7867,0.340664,0.659336
7868,0.340620,0.659380
7869,0.340704,0.659296
7870,0.340661,0.659339
7871,0.340617,0.659383
7872,0.340574,0.659426
7873,0.340531,0.659469
7874,0.340488,0.659512
7875,0.340444,0.659556
7876,0.340401,0.659599
7877,0.340485,0.659515
7878,0.340569,0.659431
7879,0.340652,0.659348
7880,0.340736,0.659264
7881,0.340693,0.659307
7882,0.340650,0.659350
7883,0.340733,0.659267
7884,0.340690,0.659310
7885,0.340647,0.659353
7886,0.340730,0.659270
7887,0.340687,0.659313
7888,0.340644,0.659356
7889,0.340601,0.659399
7890,0.340684,0.659316
7891,0.340641,0.659359
7892,0.340598,0.659402
7893,0.340555,0.659445
7894,0.340638,0.659362
7895,0.340595,0.659405
7896,0.340552,0.659448
7897,0.340509,0.659491
7898,0.340593,0.659407
7899,0.340549,0.659451
7900,0.340633,0.659367
7901,0.340590,0.659410
7902,0.340547,0.659453
7903,0.340504,0.659496
7904,0.340461,0.659539
7905,0.340544,0.659456
7906,0.340501,0.659499
7907,0.340584,0.659416
7908,0.340668,0.659332
7909,0.340625,0.659375
7910,0.340582,0.659418
7911,0.340538,0.659462
7912,0.340495,0.659505
7913,0.340452,0.659548
7914,0.340409,0.659591
7915,0.340366,0.659634
7916,0.340323,0.659677
7917,0.340280,0.659720
7918,0.340237,0.659763
7919,0.340194,0.659806
7920,0.340278,0.659722
7921,0.340235,0.659765
7922,0.340192,0.659808
7923,0.340275,0.659725
7924,0.340232,0.659768
7925,0.340315,0.659685
7926,0.340273,0.659727
7927,0.340230,0.659770
7928,0.340187,0.659813
7929,0.340144,0.659856
7930,0.340227,0.659773
7931,0.340184,0.659816
7932,0.340267,0.659733
7933,0.340224,0.659776
7934,0.340181,0.659819
7935,0.340139,0.659861
7936,0.340222,0.659778
7937,0.340305,0.659695
7938,0.340262,0.659738
7939,0.340219,0.659781
7940,0.340176,0.659824
7941,0.340259,0.659741
7942,0.340217,0.659783
7943,0.340300,0.659700
7944,0.340383,0.659617
7945,0.340466,0.659534
7946,0.340423,0.659577
7947,0.340506,0.659494
7948,0.340463,0.659537
7949,0.340420,0.659580
7950,0.340503,0.659497
7951,0.340460,0.659540
7952,0.340543,0.659457
7953,0.340626,0.659374
7954,0.340583,0.659417
7955,0.340541,0.659459
7956,0.340498,0.659502
7957,0.340581,0.659419
7958,0.340538,0.659462
7959,0.340495,0.659505
7960,0.340452,0.659548
7961,0.340409,0.659591
7962,0.340492,0.659508
7963,0.340450,0.659550
7964,0.340532,0.659468
7965,0.340615,0.659385
7966,0.340572,0.659428
7967,0.340530,0.659470
7968,0.340612,0.659388
7969,0.340695,0.659305
7970,0.340652,0.659348
7971,0.340735,0.659265
7972,0.340692,0.659308
7973,0.340650,0.659350
7974,0.340607,0.659393
7975,0.340564,0.659436
7976,0.340647,0.659353
7977,0.340604,0.659396
7978,0.340562,0.659438
7979,0.340519,0.659481
7980,0.340602,0.659398
7981,0.340559,0.659441
7982,0.340641,0.659359
7983,0.340599,0.659401
7984,0.340556,0.659444
7985,0.340513,0.659487
7986,0.340596,0.659404
7987,0.340679,0.659321
7988,0.340636,0.659364
7989,0.340593,0.659407
7990,0.340676,0.659324
7991,0.340633,0.659367
7992,0.340716,0.659284
7993,0.340673,0.659327
7994,0.340756,0.659244
7995,0.340713,0.659287
7996,0.340670,0.659330
7997,0.340628,0.659372
7998,0.340585,0.659415
7999,0.340543,0.659457
8000,0.340500,0.659500
8001,0.340457,0.659543
8002,0.340415,0.659585
8003,0.340497,0.659503
8004,0.340455,0.659545
8005,0.340537,0.659463
8006,0.340495,0.659505
8007,0.340452,0.659548
8008,0.340534,0.659466
8009,0.340492,0.659508
8010,0.340574,0.659426
8011,0.340657,0.659343
8012,0.340739,0.659261
8013,0.340696,0.659304
8014,0.340654,0.659346
8015,0.340611,0.659389
8016,0.340569,0.659431
8017,0.340526,0.659474
8018,0.340609,0.659391
8019,0.340691,0.659309
8020,0.340648,0.659352
8021,0.340731,0.659269
8022,0.340813,0.659187
8023,0.340895,0.659105
8024,0.340852,0.659148
8025,0.340810,0.659190
8026,0.340768,0.659232
8027,0.340850,0.659150
8028,0.340932,0.659068
8029,0.341014,0.658986
8030,0.340971,0.659029
8031,0.341053,0.658947
8032,0.341011,0.658989
8033,0.341093,0.658907
8034,0.341051,0.658949
8035,0.341008,0.658992
8036,0.340966,0.659034
8037,0.340923,0.659077
8038,0.340881,0.659119
8039,0.340838,0.659162
8040,0.340920,0.659080
8041,0.340878,0.659122
8042,0.340836,0.659164
8043,0.340918,0.659082
8044,0.341000,0.659000
8045,0.340957,0.659043
8046,0.340915,0.659085
8047,0.340997,0.659003
8048,0.341079,0.658921
8049,0.341160,0.658840
8050,0.341118,0.658882
8051,0.341200,0.658800
8052,0.341157,0.658843
8053,0.341115,0.658885
8054,0.341073,0.658927
8055,0.341030,0.658970
8056,0.340988,0.659012
8057,0.341070,0.658930
8058,0.341152,0.658848
8059,0.341233,0.658767
8060,0.341315,0.658685
8061,0.341273,0.658727
8062,0.341230,0.658770
8063,0.341188,0.658812
8064,0.341146,0.658854
8065,0.341104,0.658896
8066,0.341185,0.658815
8067,0.341143,0.658857
8068,0.341225,0.658775
8069,0.341182,0.658818
8070,0.341140,0.658860
8071,0.341098,0.658902
8072,0.341179,0.658821
8073,0.341137,0.658863
8074,0.341095,0.658905
8075,0.341053,0.658947
8076,0.341010,0.658990
8077,0.341092,0.658908
8078,0.341174,0.658826
8079,0.341131,0.658869
8080,0.341089,0.658911
8081,0.341171,0.658829
8082,0.341252,0.658748
8083,0.341334,0.658666
8084,0.341291,0.658709
8085,0.341249,0.658751
8086,0.341207,0.658793
8087,0.341165,0.658835
8088,0.341123,0.658877
8089,0.341080,0.658920
8090,0.341038,0.658962
8091,0.340996,0.659004
8092,0.340954,0.659046
8093,0.340912,0.659088
8094,0.340993,0.659007
8095,0.340951,0.659049
8096,0.340909,0.659091
8097,0.340867,0.659133
8098,0.340948,0.659052
8099,0.340906,0.659094
8100,0.340864,0.659136
8101,0.340946,0.659054
8102,0.341027,0.658973
8103,0.340985,0.659015
8104,0.340943,0.659057
8105,0.341024,0.658976
8106,0.340982,0.659018
8107,0.340940,0.659060
8108,0.340898,0.659102
8109,0.340856,0.659144
8110,0.340937,0.659063
8111,0.340895,0.659105
8112,0.340853,0.659147
8113,0.340934,0.659066
8114,0.340892,0.659108
8115,0.340850,0.659150
8116,0.340808,0.659192
8117,0.340766,0.659234
8118,0.340847,0.659153
8119,0.340806,0.659194
8120,0.340764,0.659236
8121,0.340845,0.659155
8122,0.340926,0.659074
8123,0.340884,0.659116
8124,0.340842,0.659158
8125,0.340800,0.659200
8126,0.340758,0.659242
8127,0.340839,0.659161
8128,0.340920,0.659080
8129,0.341001,0.658999
8130,0.341082,0.658918
8131,0.341163,0.658837
8132,0.341121,0.658879
8133,0.341080,0.658920
8134,0.341161,0.658839
8135,0.341242,0.658758
8136,0.341200,0.658800
8137,0.341158,0.658842
8138,0.341116,0.658884
8139,0.341197,0.658803
8140,0.341278,0.658722
8141,0.341359,0.658641
8142,0.341439,0.658561
8143,0.341520,0.658480
8144,0.341478,0.658522
8145,0.341559,0.658441
8146,0.341517,0.658483
8147,0.341475,0.658525
8148,0.341556,0.658444
8149,0.341637,0.658363
8150,0.341718,0.658282
8151,0.341799,0.658201
8152,0.341757,0.658243
8153,0.341715,0.658285
8154,0.341673,0.658327
8155,0.341631,0.658369
8156,0.341589,0.658411
8157,0.341670,0.658330
8158,0.341750,0.658250
8159,0.341709,0.658291
