Iteracao,Prob_Manter,Prob_Trocar
23419,0.333533,0.666467
23420,0.333561,0.666439
23421,0.333590,0.666410
23422,0.333618,0.666382
23423,0.333646,0.666354
23424,0.333632,0.666368
23425,0.333661,0.666339
23426,0.333646,0.666354
23427,0.333675,0.666325
23428,0.333703,0.666297
23429,0.333689,0.666311
23430,0.333717,0.666283
23431,0.333703,0.666297
23432,0.333689,0.666311
23433,0.333675,0.666325
23434,0.333703,0.666297
23435,0.333732,0.666268
23436,0.333760,0.666240
23437,0.333746,0.666254
23438,0.333732,0.666268
23439,0.333760,0.666240
23440,0.333788,0.666212
23441,0.333774,0.666226
23442,0.333803,0.666197
23443,0.333788,0.666212
23444,0.333774,0.666226
23445,0.333760,0.666240
23446,0.333746,0.666254
23447,0.333731,0.666269
23448,0.333760,0.666240
23449,0.333746,0.666254
23450,0.333731,0.666269
23451,0.333717,0.666283
23452,0.333746,0.666254
23453,0.333731,0.666269
23454,0.333717,0.666283
23455,0.333703,0.666297
23456,0.333731,0.666269
23457,0.333760,0.666240
23458,0.333788,0.666212
23459,0.333774,0.666226
23460,0.333760,0.666240
23461,0.333745,0.666255
23462,0.333731,0.666269
23463,0.333760,0.666240
23464,0.333788,0.666212
23465,0.333816,0.666184
23466,0.333802,0.666198
23467,0.333830,0.666170
23468,0.333816,0.666184
23469,0.333802,0.666198
23470,0.333830,0.666170
23471,0.333816,0.666184
23472,0.333802,0.666198
23473,0.333788,0.666212
23474,0.333774,0.666226
23475,0.333759,0.666241
23476,0.333745,0.666255
23477,0.333773,0.666227
23478,0.333759,0.666241
23479,0.333788,0.666212
23480,0.333773,0.666227
23481,0.333759,0.666241
23482,0.333745,0.666255
23483,0.333773,0.666227
23484,0.333759,0.666241
23485,0.333745,0.666255
23486,0.333731,0.666269
23487,0.333759,0.666241
23488,0.333745,0.666255
23489,0.333773,0.666227
23490,0.333759,0.666241
23491,0.333745,0.666255
23492,0.333731,0.666269
23493,0.333716,0.666284
23494,0.333702,0.666298
23495,0.333688,0.666312
23496,0.333674,0.666326
23497,0.333660,0.666340
23498,0.333645,0.666355
23499,0.333674,0.666326
23500,0.333702,0.666298
23501,0.333730,0.666270
23502,0.333759,0.666241
23503,0.333745,0.666255
23504,0.333730,0.666270
23505,0.333716,0.666284
23506,0.333702,0.666298
23507,0.333688,0.666312
23508,0.333716,0.666284
23509,0.333702,0.666298
23510,0.333688,0.666312
23511,0.333674,0.666326
23512,0.333702,0.666298
23513,0.333688,0.666312
23514,0.333716,0.666284
23515,0.333702,0.666298
23516,0.333688,0.666312
23517,0.333674,0.666326
23518,0.333659,0.666341
23519,0.333645,0.666355
23520,0.333631,0.666369
23521,0.333659,0.666341
23522,0.333688,0.666312
23523,0.333673,0.666327
23524,0.333659,0.666341
23525,0.333645,0.666355
23526,0.333631,0.666369
23527,0.333617,0.666383
23528,0.333603,0.666397
23529,0.333588,0.666412
23530,0.333574,0.666426
23531,0.333560,0.666440
23532,0.333588,0.666412
23533,0.333574,0.666426
23534,0.333602,0.666398
23535,0.333588,0.666412
23536,0.333617,0.666383
23537,0.333602,0.666398
23538,0.333588,0.666412
23539,0.333617,0.666383
23540,0.333602,0.666398
23541,0.333588,0.666412
23542,0.333574,0.666426
23543,0.333560,0.666440
23544,0.333588,0.666412
23545,0.333574,0.666426
23546,0.333560,0.666440
23547,0.333546,0.666454
23548,0.333532,0.666468
23549,0.333517,0.666483
23550,0.333503,0.666497
23551,0.333489,0.666511
23552,0.333475,0.666525
23553,0.333461,0.666539
23554,0.333447,0.666553
23555,0.333432,0.666568
23556,0.333461,0.666539
23557,0.333447,0.666553
23558,0.333475,0.666525
23559,0.333503,0.666497
23560,0.333489,0.666511
23561,0.333517,0.666483
23562,0.333503,0.666497
23563,0.333489,0.666511
23564,0.333517,0.666483
23565,0.333546,0.666454
23566,0.333531,0.666469
23567,0.333517,0.666483
23568,0.333545,0.666455
23569,0.333531,0.666469
23570,0.333560,0.666440
23571,0.333588,0.666412
23572,0.333616,0.666384
23573,0.333644,0.666356
23574,0.333630,0.666370
23575,0.333616,0.666384
23576,0.333602,0.666398
23577,0.333588,0.666412
23578,0.333616,0.666384
23579,0.333644,0.666356
23580,0.333630,0.666370
23581,0.333616,0.666384
23582,0.333602,0.666398
23583,0.333630,0.666370
23584,0.333616,0.666384
23585,0.333602,0.666398
23586,0.333630,0.666370
23587,0.333616,0.666384
23588,0.333644,0.666356
23589,0.333630,0.666370
23590,0.333658,0.666342
23591,0.333644,0.666356
23592,0.333672,0.666328
23593,0.333658,0.666342
23594,0.333644,0.666356
23595,0.333672,0.666328
23596,0.333658,0.666342
23597,0.333644,0.666356
23598,0.333630,0.666370
23599,0.333616,0.666384
23600,0.333602,0.666398
23601,0.333588,0.666412
23602,0.333573,0.666427
23603,0.333559,0.666441
23604,0.333545,0.666455
23605,0.333531,0.666469
23606,0.333559,0.666441
23607,0.333587,0.666413
23608,0.333573,0.666427
23609,0.333559,0.666441
23610,0.333545,0.666455
23611,0.333531,0.666469
23612,0.333559,0.666441
23613,0.333545,0.666455
23614,0.333573,0.666427
23615,0.333602,0.666398
23616,0.333630,0.666370
23617,0.333658,0.666342
23618,0.333644,0.666356
23619,0.333672,0.666328
23620,0.333658,0.666342
23621,0.333644,0.666356
23622,0.333672,0.666328
23623,0.333658,0.666342
23624,0.333644,0.666356
23625,0.333672,0.666328
23626,0.333658,0.666342
23627,0.333644,0.666356
23628,0.333630,0.666370
23629,0.333615,0.666385
23630,0.333601,0.666399
23631,0.333587,0.666413
23632,0.333573,0.666427
23633,0.333601,0.666399
23634,0.333587,0.666413
23635,0.333573,0.666427
23636,0.333559,0.666441
23637,0.333545,0.666455
23638,0.333531,0.666469
23639,0.333559,0.666441
23640,0.333545,0.666455
23641,0.333573,0.666427
23642,0.333601,0.666399
23643,0.333629,0.666371
23644,0.333658,0.666342
23645,0.333643,0.666357
23646,0.333629,0.666371
23647,0.333615,0.666385
23648,0.333643,0.666357
23649,0.333629,0.666371
23650,0.333658,0.666342
23651,0.333643,0.666357
23652,0.333629,0.666371
23653,0.333615,0.666385
23654,0.333601,0.666399
23655,0.333587,0.666413
23656,0.333573,0.666427
23657,0.333559,0.666441
23658,0.333587,0.666413
23659,0.333573,0.666427
23660,0.333559,0.666441
23661,0.333545,0.666455
23662,0.333531,0.666469
23663,0.333559,0.666441
23664,0.333545,0.666455
23665,0.333573,0.666427
23666,0.333559,0.666441
23667,0.333587,0.666413
23668,0.333573,0.666427
23669,0.333601,0.666399
23670,0.333587,0.666413
23671,0.333573,0.666427
23672,0.333601,0.666399
23673,0.333587,0.666413
23674,0.333615,0.666385
23675,0.333601,0.666399
23676,0.333587,0.666413
23677,0.333615,0.666385
23678,0.333601,0.666399
23679,0.333587,0.666413
23680,0.333615,0.666385
23681,0.333601,0.666399
23682,0.333587,0.666413
23683,0.333573,0.666427
23684,0.333601,0.666399
23685,0.333587,0.666413
23686,0.333573,0.666427
23687,0.333601,0.666399
23688,0.333629,0.666371
23689,0.333657,0.666343
23690,0.333643,0.666357
23691,0.333629,0.666371
23692,0.333615,0.666385
23693,0.333601,0.666399
23694,0.333587,0.666413
23695,0.333572,0.666428
23696,0.333601,0.666399
23697,0.333587,0.666413
23698,0.333572,0.666428
23699,0.333601,0.666399
23700,0.333586,0.666414
23701,0.333572,0.666428
23702,0.333558,0.666442
23703,0.333586,0.666414
23704,0.333615,0.666385
23705,0.333643,0.666357
23706,0.333671,0.666329
23707,0.333657,0.666343
23708,0.333643,0.666357
23709,0.333671,0.666329
23710,0.333657,0.666343
23711,0.333685,0.666315
23712,0.333713,0.666287
23713,0.333699,0.666301
23714,0.333685,0.666315
23715,0.333713,0.666287
23716,0.333699,0.666301
23717,0.333727,0.666273
23718,0.333713,0.666287
23719,0.333699,0.666301
23720,0.333685,0.666315
23721,0.333671,0.666329
23722,0.333657,0.666343
23723,0.333685,0.666315
23724,0.333713,0.666287
23725,0.333699,0.666301
23726,0.333685,0.666315
23727,0.333671,0.666329
23728,0.333656,0.666344
23729,0.333685,0.666315
23730,0.333670,0.666330
23731,0.333699,0.666301
23732,0.333684,0.666316
23733,0.333713,0.666287
23734,0.333698,0.666302
23735,0.333727,0.666273
23736,0.333755,0.666245
23737,0.333741,0.666259
23738,0.333769,0.666231
23739,0.333755,0.666245
23740,0.333783,0.666217
23741,0.333811,0.666189
23742,0.333797,0.666203
23743,0.333783,0.666217
23744,0.333769,0.666231
23745,0.333754,0.666246
23746,0.333783,0.666217
23747,0.333768,0.666232
23748,0.333754,0.666246
23749,0.333740,0.666260
23750,0.333726,0.666274
23751,0.333712,0.666288
23752,0.333698,0.666302
23753,0.333684,0.666316
23754,0.333712,0.666288
23755,0.333698,0.666302
23756,0.333684,0.666316
23757,0.333670,0.666330
23758,0.333656,0.666344
23759,0.333642,0.666358
23760,0.333628,0.666372
23761,0.333614,0.666386
23762,0.333600,0.666400
23763,0.333586,0.666414
23764,0.333614,0.666386
23765,0.333600,0.666400
23766,0.333586,0.666414
23767,0.333614,0.666386
23768,0.333600,0.666400
23769,0.333628,0.666372
23770,0.333614,0.666386
23771,0.333600,0.666400
23772,0.333586,0.666414
23773,0.333572,0.666428
23774,0.333558,0.666442
23775,0.333544,0.666456
23776,0.333530,0.666470
23777,0.333516,0.666484
23778,0.333544,0.666456
23779,0.333530,0.666470
23780,0.333516,0.666484
23781,0.333502,0.666498
23782,0.333530,0.666470
23783,0.333516,0.666484
23784,0.333502,0.666498
23785,0.333530,0.666470
23786,0.333516,0.666484
23787,0.333544,0.666456
23788,0.333530,0.666470
23789,0.333558,0.666442
23790,0.333544,0.666456
23791,0.333529,0.666471
23792,0.333557,0.666443
23793,0.333543,0.666457
23794,0.333571,0.666429
23795,0.333599,0.666401
23796,0.333585,0.666415
23797,0.333571,0.666429
23798,0.333599,0.666401
23799,0.333627,0.666373
23800,0.333613,0.666387
23801,0.333599,0.666401
23802,0.333585,0.666415
23803,0.333571,0.666429
23804,0.333557,0.666443
23805,0.333543,0.666457
23806,0.333529,0.666471
23807,0.333515,0.666485
23808,0.333501,0.666499
23809,0.333487,0.666513
23810,0.333473,0.666527
23811,0.333459,0.666541
23812,0.333487,0.666513
23813,0.333473,0.666527
23814,0.333501,0.666499
23815,0.333529,0.666471
23816,0.333515,0.666485
23817,0.333501,0.666499
23818,0.333487,0.666513
23819,0.333473,0.666527
23820,0.333459,0.666541
23821,0.333445,0.666555
23822,0.333431,0.666569
23823,0.333417,0.666583
23824,0.333403,0.666597
23825,0.333389,0.666611
23826,0.333417,0.666583
23827,0.333403,0.666597
23828,0.333431,0.666569
23829,0.333459,0.666541
23830,0.333487,0.666513
23831,0.333473,0.666527
23832,0.333459,0.666541
23833,0.333487,0.666513
23834,0.333473,0.666527
23835,0.333459,0.666541
23836,0.333445,0.666555
23837,0.333473,0.666527
23838,0.333501,0.666499
23839,0.333487,0.666513
23840,0.333473,0.666527
23841,0.333501,0.666499
23842,0.333529,0.666471
23843,0.333515,0.666485
23844,0.333543,0.666457
23845,0.333571,0.666429
23846,0.333599,0.666401
23847,0.333627,0.666373
23848,0.333655,0.666345
23849,0.333683,0.666317
23850,0.333669,0.666331
23851,0.333655,0.666345
23852,0.333641,0.666359
23853,0.333627,0.666373
23854,0.333655,0.666345
23855,0.333641,0.666359
23856,0.333627,0.666373
23857,0.333613,0.666387
23858,0.333599,0.666401
23859,0.333585,0.666415
23860,0.333571,0.666429
23861,0.333599,0.666401
23862,0.333585,0.666415
23863,0.333571,0.666429
23864,0.333557,0.666443
23865,0.333543,0.666457
23866,0.333529,0.666471
23867,0.333557,0.666443
23868,0.333585,0.666415
23869,0.333571,0.666429
23870,0.333557,0.666443
23871,0.333585,0.666415
23872,0.333613,0.666387
23873,0.333599,0.666401
23874,0.333627,0.666373
23875,0.333613,0.666387
23876,0.333599,0.666401
23877,0.333585,0.666415
23878,0.333571,0.666429
23879,0.333599,0.666401
23880,0.333626,0.666374
23881,0.333654,0.666346
23882,0.333682,0.666318
23883,0.333668,0.666332
23884,0.333654,0.666346
23885,0.333640,0.666360
23886,0.333626,0.666374
23887,0.333654,0.666346
23888,0.333640,0.666360
23889,0.333626,0.666374
23890,0.333612,0.666388
23891,0.333598,0.666402
23892,0.333584,0.666416
23893,0.333571,0.666429
23894,0.333557,0.666443
23895,0.333584,0.666416
23896,0.333612,0.666388
23897,0.333598,0.666402
23898,0.333626,0.666374
23899,0.333612,0.666388
23900,0.333640,0.666360
23901,0.333626,0.666374
23902,0.333612,0.666388
23903,0.333598,0.666402
23904,0.333584,0.666416
23905,0.333570,0.666430
23906,0.333556,0.666444
23907,0.333584,0.666416
23908,0.333612,0.666388
23909,0.333598,0.666402
23910,0.333584,0.666416
23911,0.333570,0.666430
23912,0.333598,0.666402
23913,0.333626,0.666374
23914,0.333612,0.666388
23915,0.333598,0.666402
23916,0.333626,0.666374
23917,0.333654,0.666346
23918,0.333682,0.666318
23919,0.333710,0.666290
23920,0.333737,0.666263
23921,0.333724,0.666276
23922,0.333710,0.666290
23923,0.333737,0.666263
23924,0.333723,0.666277
23925,0.333710,0.666290
23926,0.333696,0.666304
23927,0.333682,0.666318
23928,0.333709,0.666291
23929,0.333737,0.666263
23930,0.333723,0.666277
23931,0.333709,0.666291
23932,0.333737,0.666263
23933,0.333765,0.666235
23934,0.333793,0.666207
23935,0.333779,0.666221
23936,0.333765,0.666235
23937,0.333751,0.666249
23938,0.333737,0.666263
23939,0.333765,0.666235
23940,0.333793,0.666207
23941,0.333821,0.666179
23942,0.333848,0.666152
23943,0.333876,0.666124
23944,0.333904,0.666096
23945,0.333932,0.666068
23946,0.333960,0.666040
23947,0.333946,0.666054
23948,0.333932,0.666068
23949,0.333918,0.666082
23950,0.333904,0.666096
23951,0.333890,0.666110
23952,0.333876,0.666124
23953,0.333904,0.666096
23954,0.333890,0.666110
23955,0.333876,0.666124
23956,0.333862,0.666138
23957,0.333890,0.666110
23958,0.333918,0.666082
23959,0.333904,0.666096
23960,0.333890,0.666110
23961,0.333918,0.666082
23962,0.333904,0.666096
23963,0.333931,0.666069
23964,0.333959,0.666041
23965,0.333987,0.666013
23966,0.333973,0.666027
23967,0.333959,0.666041
23968,0.333945,0.666055
23969,0.333973,0.666027
23970,0.333959,0.666041
23971,0.333987,0.666013
23972,0.333973,0.666027
23973,0.333959,0.666041
23974,0.333987,0.666013
23975,0.333973,0.666027
23976,0.334001,0.665999
23977,0.333987,0.666013
23978,0.334015,0.665985
23979,0.334042,0.665958
23980,0.334070,0.665930
23981,0.334098,0.665902
23982,0.334126,0.665874
23983,0.334112,0.665888
23984,0.334098,0.665902
23985,0.334084,0.665916
23986,0.334112,0.665888
23987,0.334098,0.665902
23988,0.334084,0.665916
23989,0.334070,0.665930
23990,0.334056,0.665944
23991,0.334042,0.665958
23992,0.334028,0.665972
23993,0.334014,0.665986
23994,0.334000,0.666000
23995,0.333986,0.666014
23996,0.333972,0.666028
23997,0.334000,0.666000
23998,0.333986,0.666014
23999,0.333972,0.666028
24000,0.334000,0.666000
24001,0.333986,0.666014
24002,0.333972,0.666028
24003,0.333958,0.666042
24004,0.333944,0.666056
24005,0.333972,0.666028
24006,0.333958,0.666042
24007,0.333944,0.666056
24008,0.333972,0.666028
24009,0.334000,0.666000
24010,0.333986,0.666014
24011,0.334014,0.665986
24012,0.334000,0.666000
24013,0.333986,0.666014
24014,0.334013,0.665987
24015,0.334041,0.665959
24016,0.334027,0.665973
24017,0.334013,0.665987
24018,0.334000,0.666000
24019,0.334027,0.665973
24020,0.334013,0.665987
24021,0.334041,0.665959
24022,0.334069,0.665931
24023,0.334055,0.665945
24024,0.334041,0.665959
24025,0.334027,0.665973
24026,0.334013,0.665987
24027,0.333999,0.666001
24028,0.334027,0.665973
24029,0.334013,0.665987
24030,0.333999,0.666001
24031,0.334027,0.665973
24032,0.334013,0.665987
24033,0.333999,0.666001
24034,0.333985,0.666015
24035,0.334013,0.665987
24036,0.334041,0.665959
24037,0.334027,0.665973
24038,0.334054,0.665946
24039,0.334082,0.665918
24040,0.334068,0.665932
24041,0.334054,0.665946
24042,0.334040,0.665960
24043,0.334027,0.665973
24044,0.334013,0.665987
24045,0.333999,0.666001
24046,0.333985,0.666015
24047,0.333971,0.666029
24048,0.333999,0.666001
24049,0.333985,0.666015
24050,0.333971,0.666029
24051,0.333957,0.666043
24052,0.333985,0.666015
24053,0.334012,0.665988
24054,0.333999,0.666001
24055,0.333985,0.666015
24056,0.334012,0.665988
24057,0.334040,0.665960
24058,0.334026,0.665974
24059,0.334012,0.665988
24060,0.333998,0.666002
24061,0.334026,0.665974
24062,0.334054,0.665946
24063,0.334040,0.665960
24064,0.334067,0.665933
24065,0.334095,0.665905
24066,0.334081,0.665919
24067,0.334067,0.665933
24068,0.334054,0.665946
24069,0.334081,0.665919
24070,0.334109,0.665891
24071,0.334095,0.665905
24072,0.334123,0.665877
24073,0.334150,0.665850
24074,0.334136,0.665864
24075,0.334123,0.665877
24076,0.334109,0.665891
24077,0.334095,0.665905
24078,0.334081,0.665919
24079,0.334067,0.665933
24080,0.334053,0.665947
24081,0.334039,0.665961
24082,0.334025,0.665975
24083,0.334012,0.665988
24084,0.333998,0.666002
24085,0.334025,0.665975
24086,0.334011,0.665989
24087,0.334039,0.665961
24088,0.334067,0.665933
24089,0.334094,0.665906
24090,0.334081,0.665919
24091,0.334067,0.665933
24092,0.334094,0.665906
24093,0.334080,0.665920
24094,0.334067,0.665933
24095,0.334094,0.665906
24096,0.334122,0.665878
24097,0.334149,0.665851
24098,0.334136,0.665864
24099,0.334163,0.665837
24100,0.334149,0.665851
24101,0.334177,0.665823
24102,0.334205,0.665795
24103,0.334191,0.665809
24104,0.334218,0.665782
24105,0.334205,0.665795
24106,0.334191,0.665809
24107,0.334218,0.665782
24108,0.334204,0.665796
24109,0.334232,0.665768
24110,0.334218,0.665782
24111,0.334204,0.665796
24112,0.334190,0.665810
24113,0.334218,0.665782
24114,0.334204,0.665796
24115,0.334232,0.665768
24116,0.334218,0.665782
24117,0.334246,0.665754
24118,0.334232,0.665768
24119,0.334259,0.665741
24120,0.334245,0.665755
24121,0.334232,0.665768
24122,0.334218,0.665782
24123,0.334245,0.665755
24124,0.334231,0.665769
24125,0.334218,0.665782
24126,0.334245,0.665755
24127,0.334231,0.665769
24128,0.334218,0.665782
24129,0.334245,0.665755
24130,0.334231,0.665769
24131,0.334217,0.665783
24132,0.334204,0.665796
24133,0.334190,0.665810
24134,0.334217,0.665783
24135,0.334203,0.665797
24136,0.334190,0.665810
24137,0.334176,0.665824
24138,0.334162,0.665838
24139,0.334148,0.665852
24140,0.334134,0.665866
24141,0.334162,0.665838
24142,0.334148,0.665852
24143,0.334134,0.665866
24144,0.334120,0.665880
24145,0.334106,0.665894
24146,0.334093,0.665907
24147,0.334079,0.665921
24148,0.334106,0.665894
24149,0.334134,0.665866
24150,0.334120,0.665880
24151,0.334106,0.665894
24152,0.334092,0.665908
24153,0.334079,0.665921
24154,0.334065,0.665935
24155,0.334051,0.665949
24156,0.334078,0.665922
24157,0.334106,0.665894
24158,0.334092,0.665908
24159,0.334120,0.665880
24160,0.334106,0.665894
24161,0.334134,0.665866
24162,0.334161,0.665839
24163,0.334147,0.665853
24164,0.334133,0.665867
24165,0.334161,0.665839
24166,0.334147,0.665853
24167,0.334175,0.665825
24168,0.334202,0.665798
24169,0.334188,0.665812
24170,0.334175,0.665825
24171,0.334202,0.665798
24172,0.334230,0.665770
24173,0.334216,0.665784
24174,0.334202,0.665798
24175,0.334188,0.665812
24176,0.334174,0.665826
24177,0.334161,0.665839
24178,0.334147,0.665853
24179,0.334174,0.665826
24180,0.334160,0.665840
24181,0.334147,0.665853
24182,0.334133,0.665867
24183,0.334119,0.665881
24184,0.334105,0.665895
24185,0.334133,0.665867
24186,0.334119,0.665881
24187,0.334105,0.665895
24188,0.334133,0.665867
24189,0.334119,0.665881
24190,0.334105,0.665895
24191,0.334133,0.665867
24192,0.334119,0.665881
24193,0.334105,0.665895
24194,0.334132,0.665868
24195,0.334160,0.665840
24196,0.334146,0.665854
24197,0.334174,0.665826
24198,0.334201,0.665799
24199,0.334229,0.665771
24200,0.334215,0.665785
24201,0.334242,0.665758
24202,0.334229,0.665771
24203,0.334256,0.665744
24204,0.334242,0.665758
24205,0.334228,0.665772
24206,0.334215,0.665785
24207,0.334201,0.665799
24208,0.334187,0.665813
24209,0.334173,0.665827
24210,0.334159,0.665841
24211,0.334146,0.665854
24212,0.334132,0.665868
24213,0.334118,0.665882
24214,0.334104,0.665896
24215,0.334132,0.665868
24216,0.334118,0.665882
24217,0.334104,0.665896
24218,0.334090,0.665910
24219,0.334077,0.665923
24220,0.334063,0.665937
24221,0.334049,0.665951
24222,0.334035,0.665965
24223,0.334021,0.665979
24224,0.334049,0.665951
24225,0.334076,0.665924
24226,0.334104,0.665896
24227,0.334131,0.665869
24228,0.334118,0.665882
24229,0.334145,0.665855
24230,0.334131,0.665869
24231,0.334117,0.665883
24232,0.334104,0.665896
24233,0.334090,0.665910
24234,0.334076,0.665924
24235,0.334062,0.665938
24236,0.334049,0.665951
24237,0.334076,0.665924
24238,0.334062,0.665938
24239,0.334048,0.665952
24240,0.334035,0.665965
24241,0.334021,0.665979
24242,0.334048,0.665952
24243,0.334035,0.665965
24244,0.334062,0.665938
24245,0.334048,0.665952
24246,0.334076,0.665924
24247,0.334062,0.665938
24248,0.334048,0.665952
24249,0.334034,0.665966
24250,0.334021,0.665979
24251,0.334048,0.665952
24252,0.334034,0.665966
24253,0.334021,0.665979
24254,0.334007,0.665993
24255,0.334034,0.665966
24256,0.334062,0.665938
24257,0.334048,0.665952
24258,0.334034,0.665966
24259,0.334020,0.665980
24260,0.334007,0.665993
24261,0.333993,0.666007
24262,0.333979,0.666021
24263,0.334007,0.665993
24264,0.334034,0.665966
24265,0.334061,0.665939
24266,0.334089,0.665911
24267,0.334075,0.665925
24268,0.334061,0.665939
24269,0.334048,0.665952
24270,0.334034,0.665966
24271,0.334020,0.665980
24272,0.334047,0.665953
24273,0.334034,0.665966
24274,0.334020,0.665980
24275,0.334006,0.665994
24276,0.334034,0.665966
24277,0.334020,0.665980
24278,0.334006,0.665994
24279,0.333992,0.666008
24280,0.333979,0.666021
24281,0.333965,0.666035
24282,0.333951,0.666049
24283,0.333937,0.666063
24284,0.333924,0.666076
24285,0.333910,0.666090
24286,0.333896,0.666104
24287,0.333882,0.666118
24288,0.333869,0.666131
24289,0.333855,0.666145
24290,0.333841,0.666159
24291,0.333827,0.666173
24292,0.333855,0.666145
24293,0.333841,0.666159
24294,0.333827,0.666173
24295,0.333814,0.666186
24296,0.333841,0.666159
24297,0.333827,0.666173
24298,0.333813,0.666187
24299,0.333800,0.666200
24300,0.333786,0.666214
24301,0.333772,0.666228
24302,0.333759,0.666241
24303,0.333745,0.666255
24304,0.333731,0.666269
24305,0.333758,0.666242
24306,0.333745,0.666255
24307,0.333772,0.666228
24308,0.333758,0.666242
24309,0.333745,0.666255
24310,0.333731,0.666269
24311,0.333717,0.666283
24312,0.333704,0.666296
24313,0.333731,0.666269
24314,0.333758,0.666242
24315,0.333786,0.666214
24316,0.333772,0.666228
24317,0.333799,0.666201
24318,0.333786,0.666214
24319,0.333772,0.666228
24320,0.333758,0.666242
24321,0.333745,0.666255
24322,0.333772,0.666228
24323,0.333799,0.666201
24324,0.333786,0.666214
24325,0.333813,0.666187
24326,0.333840,0.666160
24327,0.333827,0.666173
24328,0.333854,0.666146
24329,0.333881,0.666119
24330,0.333868,0.666132
24331,0.333895,0.666105
24332,0.333922,0.666078
24333,0.333950,0.666050
24334,0.333936,0.666064
24335,0.333963,0.666037
24336,0.333991,0.666009
24337,0.333977,0.666023
24338,0.333963,0.666037
24339,0.333950,0.666050
24340,0.333977,0.666023
24341,0.334004,0.665996
24342,0.333991,0.666009
24343,0.333977,0.666023
24344,0.333963,0.666037
24345,0.333991,0.666009
24346,0.333977,0.666023
24347,0.333963,0.666037
24348,0.333949,0.666051
24349,0.333936,0.666064
24350,0.333922,0.666078
24351,0.333908,0.666092
24352,0.333895,0.666105
24353,0.333922,0.666078
24354,0.333949,0.666051
24355,0.333977,0.666023
24356,0.333963,0.666037
24357,0.333990,0.666010
24358,0.333977,0.666023
24359,0.333963,0.666037
24360,0.333949,0.666051
24361,0.333976,0.666024
24362,0.334004,0.665996
24363,0.334031,0.665969
24364,0.334058,0.665942
24365,0.334045,0.665955
24366,0.334072,0.665928
24367,0.334058,0.665942
24368,0.334086,0.665914
24369,0.334113,0.665887
24370,0.334099,0.665901
24371,0.334127,0.665873
24372,0.334113,0.665887
24373,0.334099,0.665901
24374,0.334086,0.665914
24375,0.334072,0.665928
24376,0.334058,0.665942
24377,0.334044,0.665956
24378,0.334072,0.665928
24379,0.334058,0.665942
24380,0.334044,0.665956
24381,0.334072,0.665928
24382,0.334058,0.665942
24383,0.334044,0.665956
24384,0.334072,0.665928
24385,0.334099,0.665901
24386,0.334085,0.665915
24387,0.334112,0.665888
24388,0.334099,0.665901
24389,0.334085,0.665915
24390,0.334071,0.665929
24391,0.334058,0.665942
24392,0.334044,0.665956
24393,0.334030,0.665970
24394,0.334017,0.665983
24395,0.334044,0.665956
24396,0.334030,0.665970
24397,0.334016,0.665984
24398,0.334044,0.665956
24399,0.334071,0.665929
24400,0.334057,0.665943
24401,0.334085,0.665915
24402,0.334071,0.665929
24403,0.334057,0.665943
24404,0.334085,0.665915
24405,0.334112,0.665888
24406,0.334139,0.665861
24407,0.334125,0.665875
24408,0.334153,0.665847
24409,0.334139,0.665861
24410,0.334125,0.665875
24411,0.334112,0.665888
24412,0.334098,0.665902
24413,0.334084,0.665916
24414,0.334112,0.665888
24415,0.334139,0.665861
24416,0.334166,0.665834
24417,0.334193,0.665807
24418,0.334180,0.665820
24419,0.334166,0.665834
24420,0.334193,0.665807
24421,0.334180,0.665820
24422,0.334166,0.665834
24423,0.334152,0.665848
24424,0.334179,0.665821
24425,0.334166,0.665834
24426,0.334152,0.665848
24427,0.334138,0.665862
24428,0.334125,0.665875
24429,0.334111,0.665889
24430,0.334097,0.665903
24431,0.334084,0.665916
24432,0.334070,0.665930
24433,0.334056,0.665944
24434,0.334084,0.665916
24435,0.334070,0.665930
24436,0.334056,0.665944
24437,0.334043,0.665957
24438,0.334029,0.665971
24439,0.334015,0.665985
24440,0.334002,0.665998
24441,0.333988,0.666012
24442,0.333974,0.666026
24443,0.333961,0.666039
24444,0.333947,0.666053
24445,0.333933,0.666067
24446,0.333920,0.666080
24447,0.333906,0.666094
24448,0.333933,0.666067
24449,0.333920,0.666080
24450,0.333906,0.666094
24451,0.333892,0.666108
24452,0.333879,0.666121
24453,0.333865,0.666135
24454,0.333851,0.666149
24455,0.333838,0.666162
24456,0.333865,0.666135
24457,0.333851,0.666149
24458,0.333838,0.666162
24459,0.333824,0.666176
24460,0.333851,0.666149
24461,0.333838,0.666162
24462,0.333865,0.666135
24463,0.333851,0.666149
24464,0.333878,0.666122
24465,0.333906,0.666094
24466,0.333933,0.666067
24467,0.333919,0.666081
24468,0.333946,0.666054
24469,0.333974,0.666026
24470,0.333960,0.666040
24471,0.333946,0.666054
24472,0.333974,0.666026
24473,0.334001,0.665999
24474,0.333987,0.666013
24475,0.333973,0.666027
24476,0.333960,0.666040
24477,0.333987,0.666013
24478,0.333973,0.666027
24479,0.333960,0.666040
24480,0.333987,0.666013
24481,0.333973,0.666027
24482,0.333960,0.666040
24483,0.333946,0.666054
24484,0.333932,0.666068
24485,0.333919,0.666081
24486,0.333946,0.666054
24487,0.333932,0.666068
24488,0.333919,0.666081
24489,0.333905,0.666095
24490,0.333891,0.666109
24491,0.333878,0.666122
24492,0.333864,0.666136
24493,0.333891,0.666109
